,year,month,day,hour,minutes,lat,lon,depth,mb,ms
35487,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
35488,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
35489,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
35490,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
35491,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
35492,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
35493,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
35494,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
35495,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
35496,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
35497,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
35498,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
35499,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
35500,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
35501,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
35502,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
35503,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
35504,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
35505,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
35506,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
35507,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
35508,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
35509,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
35510,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
35511,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
35512,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
35513,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
35514,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
35515,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
35516,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
35517,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
35518,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
35519,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
35520,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
35521,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
35522,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
35523,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
35524,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
35525,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
35526,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
35527,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
35528,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
35529,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
35530,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
35531,2019.0,7.0,10.0,0.0,48.0,36.053,2019.0,5.2,4.0,n.a
35532,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
35533,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
35534,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
35535,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
35536,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
35537,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
35538,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
35539,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
35540,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
35541,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
35542,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
35543,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
35544,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
35545,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
35546,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
35547,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
35548,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
35549,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
35550,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
35551,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
35552,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
35553,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
35554,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
35555,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
35556,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
35557,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
35558,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
35559,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
35560,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
35561,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
35562,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
35563,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
35564,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
35565,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
35566,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
35567,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
35568,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
35569,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
35570,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
35571,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
35572,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
35573,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
35574,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
35575,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
35576,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
35577,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
35578,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
35579,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
35580,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
35581,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
35582,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
35583,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
35584,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
35585,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
35586,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
35587,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
35588,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
35589,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
35590,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
35591,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
35592,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
35593,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
35594,2019.0,7.0,10.0,1.0,43.0,35.8976,2019.0,4.5,3.8,n.a
35595,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
35596,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
35597,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
35598,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
35599,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
35600,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
35601,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
35602,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
35603,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
35604,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
35605,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
35606,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
35607,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
35608,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
35609,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
35610,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
35611,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
35612,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
35613,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
35614,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
35615,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
35616,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
35617,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
35618,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
35619,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
35620,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
35621,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
35622,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
35623,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
35624,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
35625,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
35626,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
35627,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
35628,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
35629,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
35630,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
35631,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
35632,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
35633,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
35634,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
35635,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
35636,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
35637,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
35638,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
35639,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
35640,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
35641,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
35642,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
35643,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
35644,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
35645,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
35646,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
35647,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
35648,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
35649,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
35650,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
35651,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
35652,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
35653,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
35654,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
35655,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
35656,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
35657,2019.0,7.0,10.0,7.0,5.0,36.0448,2019.0,10.0,3.2,n.a
35658,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
35659,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
35660,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
35661,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
35662,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
35663,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
35664,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
35665,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
35666,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
35667,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
35668,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
35669,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
35670,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
35671,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
35672,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
35673,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
35674,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
35675,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
35676,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
35677,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
35678,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
35679,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
35680,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
35681,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
35682,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
35683,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
35684,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
35685,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
35686,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
35687,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
35688,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
35689,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
35690,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
35691,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
35692,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
35693,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
35694,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
35695,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
35696,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
35697,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
35698,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
35699,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
35700,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
35701,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
35702,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
35703,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
35704,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
35705,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
35706,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
35707,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
35708,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
35709,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
35710,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
35711,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
35712,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
35713,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
35714,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
35715,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
35716,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
35717,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
35718,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
35719,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
35720,2019.0,7.0,10.0,12.0,28.0,36.044,2019.0,4.3,4.1,n.a
35721,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
35722,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
35723,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
35724,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
35725,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
35726,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
35727,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
35728,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
35729,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
35730,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
35731,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
35732,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
35733,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
35734,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
35735,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
35736,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
35737,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
35738,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
35739,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
35740,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
35741,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
35742,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
35743,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
35744,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
35745,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
35746,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
35747,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
35748,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
35749,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
35750,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
35751,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
35752,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
35753,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
35754,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
35755,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
35756,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
35757,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
35758,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
35759,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
35760,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
35761,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
35762,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
35763,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
35764,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
35765,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
35766,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
35767,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
35768,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
35769,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
35770,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
35771,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
35772,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
35773,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
35774,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
35775,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
35776,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
35777,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
35778,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
35779,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
35780,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
35781,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
35782,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
35783,2019.0,7.0,10.0,18.0,49.0,36.1688,2019.0,7.9,4.2,n.a
35784,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
35785,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
35786,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
35787,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
35788,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
35789,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
35790,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
